,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,MACD,signal,Buy_Signal_Price,Sell_Signal_Price
305,2020-10-28,1664.0,1679.9,1620.6,1640.1,1660.0201956077528,50407,3900,83676638.0,14673.0,29.11,59.3,-23.9,-6.187988218812507,-2.1062008294566628,,
306,2020-10-27,1599.4,1700.9,1583.95,1686.8,1657.774756352245,91936,6528,152409180.0,18817.0,20.47,116.95,87.4,-3.78907554908119,-2.4427757733815683,,
307,2020-10-26,1604.0,1614.65,1575.1,1578.7,1594.7096251564917,27158,1532,43309124.0,5841.0,21.51,39.55,-25.3,-10.489767040897732,-4.052174026884801,,
308,2020-10-23,1636.0,1636.0,1595.5,1604.2,1620.569977796382,27473,2113,44521919.0,4848.0,17.65,40.5,-31.8,-13.585867018350655,-5.958912625177971,,
309,2020-10-22,1615.0,1636.85,1604.8,1629.7,1621.2465402357764,56579,3415,91728508.0,10234.0,18.09,32.05,14.7,-13.822573644351223,-7.531644829012622,,
310,2020-10-21,1591.95,1624.95,1582.0,1620.85,1599.1432663519115,69472,4738,111095681.0,19744.0,28.42,42.95,28.9,-14.556488252820373,-8.936613513774173,,
311,2020-10-20,1579.95,1622.0,1561.75,1578.85,1585.6600964198212,189795,11658,300950358.0,29086.0,15.32,60.25,-1.1,-18.31603402010728,-10.812497615040794,,
312,2020-10-19,1565.1,1574.0,1539.0,1562.8,1555.595839692499,53073,3247,82560138.0,10623.0,20.02,35.0,-2.3,-22.33315923356463,-13.116629938745561,,
313,2020-10-16,1523.0,1565.0,1513.2,1561.4,1541.751649670066,46676,2677,71962800.0,11579.0,24.81,51.8,38.4,-25.337651532044674,-15.560834257405384,,
314,2020-10-15,1548.0,1561.15,1514.5,1522.65,1532.0865496321155,30988,1730,47476298.0,7863.0,25.37,46.65,-25.35,-30.494018415104165,-18.54747108894514,,
315,2020-10-14,1524.0,1555.0,1507.35,1549.2,1531.4591756207126,32946,2007,50455454.0,3739.0,11.35,47.65,25.2,-32.06844809938002,-21.25166649103212,,
316,2020-10-13,1519.0,1565.2,1510.55,1518.6,1541.3294295012042,54391,3094,83834449.0,6358.0,11.69,54.65,-0.4,-35.377548870828605,-24.076842966991414,,
317,2020-10-12,1501.0,1529.2,1474.15,1513.0,1498.6002776563744,38897,2301,58291055.0,6106.0,15.7,55.05,12.0,-38.0137098869684,-26.864216350986812,,
318,2020-10-09,1519.0,1531.5,1502.25,1505.65,1514.232199038079,27653,1730,41873063.0,6468.0,23.39,29.25,-13.35,-40.23219831970505,-29.53781274473046,,
319,2020-10-08,1480.0,1523.55,1469.15,1517.15,1497.25351800554,36100,2195,54050852.0,5910.0,16.37,54.4,37.15,-40.59446477475831,-31.74914315073603,,
320,2020-10-07,1442.0,1503.25,1432.6,1480.2,1471.8005735964953,88564,5007,130348546.0,22065.0,24.91,70.65,38.2,-43.3632551338485,-34.07196554735853,,
321,2020-10-06,1420.0,1448.0,1416.85,1438.4,1431.692755718051,23522,1983,33676277.0,10682.0,45.41,31.15,18.4,-48.37284011451629,-36.93214046079008,,
322,2020-10-05,1416.0,1428.0,1402.5,1419.75,1415.0674055870404,19939,1810,28215029.0,8102.0,40.63,25.5,3.75,-53.234220482680485,-40.19255646516817,,
323,2020-10-01,1414.0,1422.8,1395.8,1415.35,1405.0074544240567,118319,1739,166239077.0,108031.0,91.3,27.0,1.35,-56.78733364312029,-43.5115119007586,,
324,2020-09-30,1384.9,1401.8,1374.8,1393.85,1397.1870328627356,118006,1258,164876453.0,102839.0,87.15,27.0,8.95,-60.639062374027844,-46.93702199541245,,
325,2020-09-29,1380.0,1398.4,1359.4,1378.85,1370.7374502859177,50539,3521,69275700.0,8626.0,17.07,39.0,-1.15,-64.1623363099352,-50.382084858317,,
326,2020-09-28,1353.0,1380.0,1342.8,1375.4,1364.0682837192207,13605,1230,18558149.0,2047.0,15.05,37.2,22.4,-66.46675507670079,-53.59901890199376,,
327,2020-09-25,1318.0,1338.0,1295.95,1333.1,1316.0445269016695,17248,1330,22699136.0,2838.0,16.45,42.05,15.1,-70.88911445149756,-57.05703801189452,,
328,2020-09-24,1334.95,1350.0,1295.25,1302.9,1321.309470596452,14318,1357,18918509.0,3630.0,25.35,54.75,-32.05,-75.9551895804525,-60.83666832560612,,
329,2020-09-23,1363.0,1368.85,1326.6,1354.6,1348.9603113194664,21971,1554,29638007.0,2514.0,11.44,42.25,-8.4,-74.93453403099602,-63.65624146668411,,
330,2020-09-22,1371.65,1393.05,1347.65,1360.2,1373.56283033114,37084,2253,50937204.0,5154.0,13.9,45.4,-11.45,-72.83419667423095,-65.49183250819348,,
331,2020-09-21,1431.8,1431.8,1367.1,1377.65,1408.832699033121,19444,1455,27393343.0,4413.0,22.7,64.7,-54.15,-68.96659109073425,-66.18678422470164,,
332,2020-09-18,1414.0,1438.0,1409.15,1431.6,1426.4995722840033,39746,3688,56697652.0,19766.0,49.73,28.85,17.6,-60.84676801431124,-65.11878098262356,1431.6,
333,2020-09-17,1389.0,1413.0,1384.9,1410.1,1406.5812156488937,49307,3454,69354300.0,19817.0,40.19,28.1,21.1,-55.50677252122409,-63.19637929034367,,
334,2020-09-16,1393.0,1396.2,1376.4,1389.75,1387.4907582853668,27971,1637,38809504.0,2878.0,10.29,19.8,-3.25,-52.31382137967444,-61.01986770820983,,
335,2020-09-15,1379.0,1389.0,1351.6,1386.7,1378.190664556962,24016,2117,33098627.0,8068.0,33.59,37.4,7.7,-49.45935742114216,-58.7077656507963,,
336,2020-09-14,1336.1,1382.25,1336.1,1369.0,1369.9461374780276,54045,2615,74038739.0,7354.0,13.61,46.15,32.9,-48.07128044598312,-56.580468609833666,,
337,2020-09-11,1336.0,1353.65,1317.0,1321.45,1339.54432448871,26306,1685,35238053.0,2879.0,10.94,36.65,-14.55,-50.22909728372474,-55.31019434461189,,
338,2020-09-10,1348.0,1354.5,1307.85,1343.05,1323.0330129544504,21537,1578,28494162.0,3966.0,18.41,46.65,-4.95,-49.624206233137784,-54.17299672231707,,
339,2020-09-09,1319.7,1320.0,1290.7,1315.7,1310.146387028551,28370,2093,37168853.0,7621.0,26.86,29.3,-4.0,-50.76653710537721,-53.491704798929106,,
340,2020-09-08,1340.0,1340.0,1304.0,1308.9,1318.5452718864615,31355,2142,41342987.0,6021.0,19.2,36.0,-31.1,-51.6254397875548,-53.11845179665425,,
341,2020-09-07,1309.5,1344.5,1289.7,1341.15,1326.376157812286,65749,3215,87207906.0,7016.0,10.67,54.8,31.65,-49.13739556661085,-52.322240550645574,,
342,2020-09-04,1319.7,1327.1,1301.8,1307.9,1317.2834123638918,22776,2056,30002447.0,6533.0,28.68,25.3,-11.8,-49.28052450385826,-51.71389734128812,,
343,2020-09-03,1365.0,1365.0,1327.9,1337.85,1339.539322973663,27414,2161,36722131.0,8391.0,30.61,37.1,-27.15,-46.44188735208513,-50.659495343447524,,
344,2020-09-02,1323.0,1362.2,1323.0,1358.35,1346.731697304201,21923,1874,29524399.0,5868.0,26.77,39.2,35.35,-42.05330397275202,-48.93825706930843,,
345,2020-09-01,1332.0,1345.0,1303.4,1340.55,1323.3257167308516,35055,2270,46389183.0,6848.0,19.54,41.6,8.55,-39.55565825990993,-47.061737307428736,,
346,2020-08-31,1396.7,1403.4,1313.5,1321.6,1357.526650606918,42757,3155,58043767.0,8800.0,20.58,89.9,-75.1,-38.65971750757012,-45.381333347457016,,
347,2020-08-28,1411.0,1440.0,1391.35,1395.9,1403.6267933115662,20214,1172,28372912.0,3887.0,19.23,48.65,-15.1,-31.590137516334607,-42.62309418123253,,
348,2020-08-27,1407.4,1415.0,1395.0,1399.45,1402.3144906231903,22449,1450,31480558.0,5698.0,25.38,20.0,-7.95,-25.40810034352785,-39.180095413691596,,
349,2020-08-26,1401.0,1407.3,1387.3,1398.35,1395.1600599373382,14682,1191,20483740.0,3422.0,23.31,20.0,-2.65,-20.362822212770197,-35.41664077350732,,
350,2020-08-25,1430.0,1430.0,1398.85,1401.25,1408.0967927421416,15652,1198,22039531.0,4992.0,31.89,31.15,-28.75,-15.946574991090984,-31.522627617024053,,
351,2020-08-24,1422.0,1438.2,1417.8,1420.35,1429.194255547602,44704,1527,63890700.0,4149.0,9.28,20.4,-1.65,-10.781178165090296,-27.374337726637304,,
352,2020-08-21,1421.0,1434.05,1416.5,1421.2,1425.1523978685611,11260,945,16047216.0,3415.0,30.33,17.55,0.2,-6.543546142838295,-23.208179409877502,,
353,2020-08-20,1429.0,1440.35,1412.05,1419.65,1427.6529139815075,14276,1094,20381173.0,4483.0,31.4,28.3,-9.35,-3.272540471354887,-19.22105162217298,,
354,2020-08-19,1440.0,1444.0,1425.0,1429.5,1434.5002809838759,23133,1648,33184295.0,6649.0,28.74,19.0,-10.5,0.1132621541246408,-15.354188866913455,,
355,2020-08-18,1399.0,1437.6,1391.75,1432.7,1422.5469177734967,39452,2360,56122321.0,8068.0,20.45,45.85,33.7,3.0199364372883792,-11.67936380607309,,
356,2020-08-17,1395.1,1395.1,1373.05,1387.4,1382.8784980288244,15473,1068,21397279.0,1865.0,12.05,22.05,-7.7,1.6491549048691923,-9.013660063884634,,
357,2020-08-14,1391.0,1416.5,1380.35,1384.7,1400.97860689749,58804,2145,82383146.0,10007.0,17.02,36.15,-6.3,0.3410023663084303,-7.1427275778460215,,
358,2020-08-13,1414.0,1427.0,1392.2,1393.9,1411.1992631877251,24701,1650,34858033.0,5377.0,21.77,34.8,-20.1,0.0461135983046006,-5.704959342615897,,
359,2020-08-12,1413.0,1413.0,1393.3,1406.95,1400.7385289657893,48143,1533,67435755.0,4129.0,8.58,19.7,-6.05,0.8555755196880455,-4.392852370155109,,
360,2020-08-11,1410.7,1434.2,1400.3,1411.0,1416.3182552504038,29093,1916,41204947.0,5097.0,17.52,33.9,0.3,1.8030961074425704,-3.1536626746355734,,
361,2020-08-10,1408.9,1408.9,1386.85,1399.6,1394.6315869922428,26169,1217,36496114.0,2536.0,9.69,22.05,-9.3,1.6155057291025514,-2.1998289938879485,,
362,2020-08-07,1409.0,1422.15,1392.35,1396.8,1402.5236625514403,26244,2118,36807831.0,4507.0,17.17,29.8,-12.2,1.2267610653989323,-1.5145109820305724,,
363,2020-08-06,1421.0,1423.95,1401.0,1407.25,1413.4836784836784,11396,997,16108060.0,2050.0,17.99,22.95,-13.75,1.74182708596868,-0.8632433684307219,,
364,2020-08-05,1398.0,1429.35,1390.15,1413.05,1412.8509906275951,33716,2016,47635684.0,3768.0,11.18,39.2,15.05,2.5881970213326895,-0.1729552904780397,,
365,2020-08-04,1428.9,1430.8,1397.35,1401.65,1410.6363292813503,15877,1185,22396673.0,3682.0,23.19,33.45,-27.25,2.3124105374004102,0.32411787509765033,,
366,2020-08-03,1424.0,1451.2,1411.1,1414.85,1433.9623775221055,29291,1882,42002192.0,5647.0,19.28,40.1,-9.15,3.122977701984837,0.8838898404750877,,
367,2020-07-31,1449.25,1455.5,1418.0,1424.75,1431.809243697479,21420,1567,30669354.0,4461.0,20.83,37.5,-24.5,4.5121915465795155,1.6095501816959734,,
368,2020-07-30,1405.0,1449.8,1405.0,1446.65,1437.7028455117395,48638,3489,69926991.0,13947.0,28.68,44.8,41.65,7.296194512611464,2.7468790478790717,,
369,2020-07-29,1405.0,1427.3,1392.0,1410.45,1410.4191816330308,27005,2065,38088370.0,5230.0,19.37,35.3,5.45,6.5064966140596425,3.498802561115186,,
370,2020-07-28,1363.15,1405.0,1360.75,1399.7,1388.8979753242645,50576,2300,70244904.0,6515.0,12.88,44.25,36.55,4.956089467170614,3.790259942326272,,
371,2020-07-27,1346.0,1372.3,1339.3,1363.15,1358.9434290814909,68339,2276,92868835.0,7627.0,11.16,33.0,17.15,0.7692338453384764,3.1860547229287133,,1363.15
372,2020-07-24,1345.0,1359.35,1338.85,1343.6,1346.7749221545755,21517,1760,28978556.0,4015.0,18.66,20.5,-1.4,-4.079376500488479,1.732968478245275,,
373,2020-07-23,1358.05,1387.3,1357.25,1360.6,1367.146172337278,21632,1418,29574106.0,4909.0,22.69,30.05,2.55,-6.475531312740259,0.09126852004816821,,
374,2020-07-22,1382.75,1388.05,1361.3,1372.3,1369.562774524158,38248,3053,52383037.0,7646.0,19.99,26.75,-10.45,-7.345732019630077,-1.396131587887481,,
375,2020-07-21,1365.25,1422.95,1364.05,1380.7,1394.1358424010523,167260,11478,233183161.0,32238.0,19.27,58.9,15.45,-7.273715684348417,-2.5716484071796684,,
376,2020-07-20,1319.8,1334.65,1314.9,1330.05,1325.344678513423,41868,2689,55489531.0,4972.0,11.88,19.75,10.25,-11.174857123266293,-4.292290150396994,,
377,2020-07-17,1310.0,1319.2,1298.45,1315.7,1309.7979362701365,59407,2148,77811166.0,6624.0,11.15,20.75,5.7,-15.248687514176027,-6.483569623152801,,
378,2020-07-16,1290.0,1303.0,1254.1,1300.1,1278.1989508421282,64242,4044,82114057.0,6348.0,9.88,48.9,10.1,-19.5111051992003,-9.089076738362301,,
379,2020-07-15,1294.5,1311.6,1284.25,1286.5,1299.4939263844517,60096,2624,78094387.0,9588.0,15.95,27.35,-8.0,-23.713157742177145,-12.01389293912527,,
380,2020-07-14,1348.0,1360.2,1287.05,1293.95,1318.468744728941,59286,3466,78166738.0,11872.0,20.02,73.15,-54.05,-26.14082674032511,-14.839279699365239,,
381,2020-07-13,1310.0,1353.8,1310.0,1345.65,1329.2938489726475,76410,4090,101571343.0,15160.0,19.84,43.8,35.65,-23.620728927018263,-16.595569544895845,,
382,2020-07-10,1324.95,1327.6,1306.1,1309.65,1314.9305896218902,31393,2475,41279616.0,8415.0,26.81,21.5,-15.3,-24.248906094062704,-18.126236854729218,,
383,2020-07-09,1319.0,1333.45,1306.25,1323.35,1321.6291453945742,117329,5516,155065426.0,10267.0,8.75,27.2,4.35,-23.37184938910832,-19.17535936160504,,
384,2020-07-08,1304.1,1320.0,1291.0,1312.95,1306.5306440395048,71890,3790,93926488.0,9775.0,13.6,29.0,8.85,-23.24798046768683,-19.9898835828214,,
385,2020-07-07,1328.05,1328.05,1308.5,1313.45,1317.2977127039628,27456,1719,36167726.0,4182.0,15.23,19.55,-14.6,-22.846111877198155,-20.56112924169675,,
386,2020-07-06,1316.75,1335.1,1308.55,1328.05,1324.8057430106044,58088,2868,76955316.0,7964.0,13.71,26.55,11.3,-21.106230652431123,-20.670149523843627,,
387,2020-07-03,1332.5,1337.1,1306.4,1314.65,1316.22482381611,30366,1689,39968483.0,3276.0,10.79,30.7,-17.85,-20.571494870605875,-20.65041859319608,1314.65,
388,2020-07-02,1333.0,1340.9,1319.05,1328.3,1329.7083789371277,24669,1713,32802576.0,2797.0,11.34,21.85,-4.7,-18.82922045612031,-20.286178965780927,,
389,2020-07-01,1336.0,1340.0,1309.2,1325.6,1323.4863394511867,33454,2214,44275912.0,7137.0,21.33,30.8,-10.4,-17.464997248690224,-19.72194262236279,,
390,2020-06-30,1293.0,1335.8,1291.0,1332.0,1323.0798720828416,131335,7196,173766695.0,13922.0,10.6,44.8,39.0,-15.686588784194555,-18.914871854729142,,
391,2020-06-29,1280.0,1293.15,1265.8,1290.5,1282.3309643935695,55299,2053,70911620.0,3865.0,6.99,27.35,10.5,-17.425025585125923,-18.616902600808498,,
392,2020-06-26,1250.0,1294.0,1250.0,1288.25,1274.7466684859237,21987,1805,28027855.0,3739.0,17.01,44.0,38.25,-18.767960109101978,-18.647114102467192,,1288.25
393,2020-06-25,1260.0,1281.0,1244.3,1250.65,1260.963361733366,44953,1889,56684086.0,5267.0,11.72,36.7,-9.35,-22.60566709957766,-19.438824701889285,,
394,2020-06-24,1302.0,1319.5,1255.0,1264.7,1293.1146715071588,53989,3949,69813968.0,8245.0,15.27,64.5,-37.3,-24.234005430012303,-20.39786084751389,,
395,2020-06-23,1270.15,1306.0,1262.8,1301.8,1290.5484306584276,48874,3278,63074264.0,17367.0,35.53,43.2,31.65,-22.274053917617266,-20.773099461534564,,
396,2020-06-22,1274.1,1278.65,1257.45,1264.0,1266.588527551942,15498,1452,19629589.0,4781.0,30.85,21.2,-10.1,-23.5000286139732,-21.31848529202229,,
397,2020-06-19,1250.0,1283.65,1250.0,1270.2,1267.8897323600972,30825,2008,39082701.0,4218.0,13.68,33.65,20.2,-23.69815661124403,-21.79441955586664,,
398,2020-06-18,1249.0,1257.4,1226.0,1252.75,1243.434919918791,22165,1412,27560735.0,3220.0,14.53,31.4,3.75,-24.975343428350698,-22.430604330363455,,
399,2020-06-17,1240.0,1245.1,1221.0,1231.95,1235.0057543419125,19116,1301,23608370.0,2165.0,11.33,24.1,-8.05,-27.350628331458893,-23.414609130582544,,
400,2020-06-16,1268.65,1277.7,1223.0,1238.95,1249.2380401234568,33696,2543,42094325.0,6366.0,18.89,54.7,-29.7,-28.34151390134184,-24.399990084734405,,
401,2020-06-15,1265.0,1269.1,1240.8,1250.9,1251.9852589969528,24286,1950,30405714.0,1850.0,7.62,28.3,-14.1,-27.841592180864154,-25.088310503960358,,
402,2020-06-12,1190.0,1273.2,1190.0,1268.3,1242.0575130890052,38200,2137,47446597.0,3025.0,7.92,83.2,78.3,-25.744598329426026,-25.219568069053494,,
403,2020-06-11,1268.5,1282.8,1241.25,1244.8,1259.8683403805496,18920,1491,23836709.0,3304.0,17.46,41.55,-23.7,-25.68291256742259,-25.312236968727316,,
404,2020-06-10,1244.55,1284.1,1244.55,1274.95,1273.21490652673,36588,2042,46584387.0,2985.0,8.16,39.55,30.4,-22.936772297278594,-24.83714403443757,1274.95,
405,2020-06-09,1295.0,1295.0,1244.2,1250.75,1270.491438723313,32647,2333,41477734.0,5268.0,16.14,50.8,-44.25,-22.4543345095899,-24.36058212946804,,
406,2020-06-08,1320.9,1320.9,1270.0,1273.85,1286.8089360839372,39458,2471,50774907.0,8800.0,22.3,50.9,-47.05,-19.977731291205828,-23.4840119618156,,
407,2020-06-05,1284.0,1304.75,1275.6,1296.85,1293.4476228983456,29679,1860,38388232.0,4756.0,16.02,29.15,12.85,-15.97494835610496,-21.982199240673474,,
408,2020-06-04,1265.6,1276.0,1241.0,1268.6,1259.4006886632087,45886,2731,57788860.0,6401.0,13.95,35.0,3.0,-14.910375419987759,-20.567834476536333,,
409,2020-06-03,1295.0,1306.75,1253.0,1261.3,1287.5030857282522,49097,2815,63212539.0,6844.0,13.94,53.75,-33.7,-14.488725678927267,-19.35201271701452,,
410,2020-06-02,1284.0,1298.8,1273.6,1287.95,1287.1970524356188,32230,2339,41486361.0,5810.0,18.03,25.2,3.95,-11.867333708821207,-17.855076915375857,,
411,2020-06-01,1277.25,1309.45,1277.0,1283.35,1294.7969721975371,31508,2307,40796463.0,3691.0,11.71,32.45,6.1,-10.045247878010514,-16.29311110790279,,
412,2020-05-29,1267.85,1297.5,1262.3,1271.15,1280.8779550059749,38494,2407,49306116.0,5250.0,13.64,35.2,3.3,-9.476431368081876,-14.929775159938607,,
413,2020-05-28,1279.9,1279.9,1256.4,1272.15,1268.3765655651123,26508,1999,33622126.0,2599.0,9.8,23.5,-7.75,-8.843011807675339,-13.712422489485954,,
414,2020-05-27,1289.0,1289.05,1219.05,1257.35,1257.619462445554,56478,4199,71027832.0,11195.0,19.82,70.0,-31.65,-9.426594638608321,-12.85525691931043,,
415,2020-05-26,1230.0,1282.5,1230.0,1277.45,1262.71606396511,88048,4941,111179624.0,8913.0,10.12,52.5,47.45,-8.172973270950479,-11.91880018963844,,
416,2020-05-22,1182.0,1239.95,1162.2,1229.15,1208.9142833580736,60630,3859,73296473.0,7442.0,12.27,77.75,47.15,-10.950643444199159,-11.725168840550584,,
417,2020-05-21,1186.0,1224.6,1170.75,1191.7,1188.7040164365712,39911,2293,47442366.0,5452.0,13.66,53.85,5.7,-15.989551489403311,-12.57804537032113,,1191.7
418,2020-05-20,1136.0,1175.8,1131.4,1170.85,1157.4455148790407,32697,3279,37844996.0,9682.0,29.61,44.4,34.85,-21.41844467023975,-14.346125230304857,,
419,2020-05-19,1137.0,1158.0,1131.45,1137.95,1143.7246390791292,31101,1842,35570980.0,2379.0,7.65,26.55,0.95,-28.052267593456463,-17.08735370293518,,
420,2020-05-18,1199.0,1204.05,1126.4,1134.15,1158.104269138605,31716,2227,36730435.0,5336.0,16.82,77.65,-64.85,-33.23315714761816,-20.316514391871777,,
421,2020-05-15,1204.95,1205.05,1174.5,1193.55,1188.550290792076,33873,2193,40259764.0,3206.0,9.46,30.55,-11.4,-32.17507167412509,-22.688225848322443,,
422,2020-05-14,1204.0,1219.7,1175.9,1188.9,1195.7789956118966,51275,2853,61313568.0,5521.0,10.77,43.8,-15.1,-31.350360016270088,-24.420652681911974,,
423,2020-05-13,1201.65,1256.95,1195.2,1207.3,1225.9356968952663,92826,5385,113798707.0,8585.0,9.25,61.75,5.65,-28.87914307616984,-25.31235076076355,,
424,2020-05-12,1145.05,1172.2,1145.05,1167.75,1161.38927613941,16785,1054,19493919.0,1435.0,8.55,27.15,22.7,-29.768883159268853,-26.20365724046461,,
425,2020-05-11,1152.0,1188.25,1152.0,1169.5,1172.8006795239403,50918,2297,59716665.0,6423.0,12.61,36.25,17.5,-29.98712529663385,-26.96035085169846,,
426,2020-05-08,1170.5,1178.75,1145.2,1153.55,1156.8316290045766,27968,1503,32354267.0,2756.0,9.85,33.55,-16.95,-31.088743776944284,-27.78602943674763,,
427,2020-05-07,1183.8,1203.9,1146.65,1151.65,1176.0547661644464,67633,3464,79540112.0,6512.0,9.63,57.25,-32.15,-31.74911445209409,-28.57864643981692,,
428,2020-05-06,1144.25,1189.9,1143.35,1183.8,1169.7583399553205,66697,3905,78019372.0,8272.0,12.4,46.55,39.55,-29.340013249409594,-28.730919801735457,,
429,2020-05-05,1133.05,1167.2,1126.1,1132.05,1149.132394194414,81990,5221,94217365.0,12587.0,15.35,41.1,-1.0,-31.246386800019764,-29.234013201392322,,
430,2020-05-04,1150.3,1150.3,1117.65,1127.65,1129.855921799356,43171,2567,48777010.0,15442.0,35.77,32.65,-22.65,-32.73489728212144,-29.93419001753815,,
431,2020-04-30,1139.25,1192.0,1136.1,1179.85,1171.0723347429334,53916,3194,63139536.0,8388.0,15.56,55.9,40.6,-29.363959371720966,-29.820143888374716,1179.85,
432,2020-04-29,1135.0,1138.95,1108.0,1122.7,1122.1780895691609,35280,2099,39590443.0,4324.0,12.26,30.95,-12.3,-30.947253494663983,-30.04556580963257,,1122.7
433,2020-04-28,1155.0,1158.25,1122.0,1126.3,1136.9394216930525,22929,1533,26068884.0,4214.0,18.38,36.25,-28.7,-31.547871357429585,-30.346026919191974,,
434,2020-04-27,1171.0,1180.0,1135.2,1138.25,1151.3843563189355,23754,1759,27349984.0,6128.0,25.8,44.8,-32.75,-30.70564465324378,-30.41795046600234,,
435,2020-04-24,1190.0,1193.2,1152.75,1158.25,1169.4447666754547,22758,1579,26614224.0,4080.0,17.93,40.45,-31.75,-28.10041695448581,-29.954443763699032,1158.25,
436,2020-04-23,1230.0,1236.95,1178.5,1189.0,1188.3058378412181,351791,3258,418035299.0,311636.0,88.59,58.45,-41.0,-23.286060017230966,-28.62076701440542,,
437,2020-04-22,1151.2,1243.35,1120.1,1231.1,1181.7102036511299,113773,7932,134446715.0,11936.0,10.49,123.25,79.9,-15.890355180154074,-26.074684647555152,,
438,2020-04-21,1170.0,1170.0,1133.1,1136.4,1146.9330714846817,25460,2157,29200916.0,3753.0,14.74,36.9,-33.6,-17.469328824265858,-24.353613482897295,,
439,2020-04-20,1199.9,1211.0,1171.05,1175.7,1189.4372161501221,40074,3197,47665507.0,7375.0,18.4,39.95,-24.2,-15.372293031769459,-22.557349392671732,,
440,2020-04-17,1170.0,1191.0,1136.9,1172.5,1166.1348459745584,35611,3491,41527228.0,4143.0,11.63,54.1,2.5,-13.80940409996424,-20.807760334130236,,
441,2020-04-16,1140.0,1165.05,1117.65,1147.65,1148.1590828539493,36679,3012,42113327.0,3320.0,9.05,47.4,7.65,-14.40988252547345,-19.52818477239888,,
442,2020-04-15,1099.0,1162.75,1079.0,1138.3,1131.540381682229,53762,3993,60833874.0,7005.0,13.03,83.75,39.3,-15.46199659075296,-18.714947136069696,,
443,2020-04-13,1016.65,1104.4,1001.75,1067.95,1061.1301000844553,103013,6306,109310195.0,8983.0,8.72,102.65,51.3,-21.72206320496639,-19.316370349849038,,1067.95
444,2020-04-09,970.0,1013.75,952.6,1000.15,987.181870650704,60642,4944,59864683.0,15442.0,25.46,61.15,30.15,-31.787675928865838,-21.8106314656524,,
445,2020-04-08,1006.1,1030.9,942.15,956.75,979.06615765494,96134,6000,94121546.0,17258.0,17.95,88.75,-49.35,-42.7736952888572,-26.00324423029336,,
446,2020-04-07,974.6,1018.0,974.45,1009.95,997.0972139184504,33452,3271,33354896.0,7042.0,21.05,43.55,35.35,-46.64965125137064,-30.132525634508823,,
447,2020-04-03,964.4,969.0,936.75,961.9,956.3392391439335,24157,1714,23102287.0,3871.0,16.02,32.25,-2.5,-52.98779736158622,-34.7035799799243,,
448,2020-04-01,965.0,967.8,948.5,962.1,960.1603694374477,9528,1194,9148408.0,1713.0,17.98,19.3,-2.9,-57.33377739253456,-39.22961946244635,,
449,2020-03-31,950.55,985.0,938.0,967.5,964.1085675973375,20881,1626,20131551.0,3286.0,15.74,47.0,16.95,-59.654601890941194,-43.314615948145324,,
450,2020-03-30,956.85,958.1,926.75,933.25,942.8208393632416,17275,1105,16287230.0,3112.0,18.01,31.35,-23.6,-63.52528089236023,-47.35674893698831,,
451,2020-03-27,980.8,1010.0,942.65,957.3,968.2038911802691,24003,3010,23239798.0,7278.0,30.32,67.35,-23.5,-63.91541081207765,-50.66848131200618,,
452,2020-03-26,911.0,978.3,896.95,969.1,933.275205556834,47797,3003,44607755.0,8965.0,18.76,81.35,58.1,-62.551376865279735,-53.045060422660896,,
453,2020-03-25,942.1,942.1,895.5,916.45,914.7765273311896,24880,2341,22759640.0,7489.0,30.1,46.6,-25.65,-64.96985309653178,-55.43001895743508,,
454,2020-03-24,1021.0,1030.0,942.1,947.55,973.7729218694255,28030,2049,27294855.0,9115.0,32.52,87.9,-73.45,-63.643361789432674,-57.0726875238346,,
455,2020-03-23,1077.0,1077.0,986.35,999.1,1012.1644200456572,18398,1664,18621801.0,7142.0,38.82,90.65,-77.9,-57.766556784845534,-57.211461376036794,,
456,2020-03-20,1081.25,1145.65,1063.65,1128.4,1112.7697300103841,19260,2062,21431945.0,2967.0,15.4,82.0,47.15,-42.18938412558407,-54.207045925946254,1128.4,
457,2020-03-19,1051.4,1130.9,1001.0,1079.75,1076.2659094527892,37682,2950,40555852.0,10684.0,28.35,129.9,28.35,-33.38516755065757,-50.04267025088852,,
458,2020-03-18,1130.0,1142.3,1069.0,1079.45,1096.6221741136387,28177,2445,30899523.0,7270.0,25.8,73.3,-50.55,-26.130750945792897,-45.2602863898694,,
459,2020-03-17,1133.0,1161.3,1103.65,1121.4,1142.6652890418302,57829,1930,66079191.0,5224.0,9.03,57.65,-11.6,-16.802866130633447,-39.56880233802221,,
460,2020-03-16,1137.0,1147.3,1097.5,1133.1,1125.9455085865256,18168,1252,20456178.0,5065.0,27.88,49.8,-3.9,-8.369875279660846,-33.32901692634994,,
461,2020-03-13,1100.0,1186.9,1010.0,1180.0,1122.1483073824463,51636,3513,57943250.0,16848.0,32.63,176.9,80.0,2.0738625697297266,-26.248441027134007,,
462,2020-03-12,1185.0,1185.0,1082.5,1143.35,1123.8994190092408,61791,3996,69446869.0,29713.0,48.09,102.5,-41.65,7.3089977785716655,-19.536953265992874,,
463,2020-03-11,1246.0,1263.9,1212.0,1215.55,1229.4414944267069,17853,1239,21949219.0,3663.0,20.52,51.9,-30.45,17.08685017548669,-12.212192577696962,,
