,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,MACD,signal,Buy_Signal_Price,Sell_Signal_Price
914,2018-05-14,1472.9,1477.45,1440.05,1448.1,1454.071806569343,10960,822,15936627.0,3863.0,35.25,37.4,-24.8,21.311184196025124,6.519776165890606,,
915,2018-05-11,1500.0,1501.3,1465.35,1471.0,1479.7389967122706,18858,1118,27904918.0,6444.0,34.17,35.95,-29.0,27.359481418429368,10.68771721639836,,
916,2018-05-10,1512.35,1514.55,1484.25,1495.6,1495.8148594861898,16582,1013,24803602.0,5260.0,31.72,30.3,-16.75,33.74878002380683,15.299929777880054,,
917,2018-05-09,1520.0,1524.3,1503.0,1510.6,1511.4193524376628,13435,620,20305919.0,4545.0,33.83,21.3,-9.4,39.566620469344116,20.153267916172865,,
918,2018-05-08,1528.4,1531.4,1515.25,1519.35,1523.1746958033275,8054,479,12267649.0,2672.0,33.18,16.15,-9.05,44.37186161078375,24.996986655095043,,
919,2018-05-07,1550.0,1550.0,1515.35,1525.75,1527.1264093307414,18005,1847,27495911.0,6619.0,36.76,34.65,-24.25,48.14153074882597,29.62589547384123,,
920,2018-05-04,1538.0,1548.95,1527.0,1530.35,1537.022755039707,6548,393,10064425.0,2300.0,35.13,21.95,-7.65,50.91330536411465,33.88337745189592,,
921,2018-05-03,1555.0,1563.7,1532.05,1538.9,1548.4279388083737,7452,451,11538885.0,2620.0,35.16,31.65,-16.1,53.18676632635925,37.74405522678858,,
922,2018-05-02,1585.0,1594.5,1551.5,1561.0,1571.1173539994463,10839,476,17029341.0,5171.0,47.71,43.0,-24.0,56.12481390274638,41.42020696198014,,
923,2018-04-30,1565.35,1598.8,1562.05,1583.5,1584.9183157268264,6721,479,10652236.0,1460.0,21.72,36.75,18.15,59.58197580558249,45.05256073070061,,
924,2018-04-27,1545.0,1564.1,1545.0,1560.4,1555.5467746439542,7162,490,11140826.0,2643.0,36.9,19.1,15.4,59.76884651799719,47.99581788815993,,
925,2018-04-26,1569.15,1570.0,1539.55,1547.0,1556.803069353327,8536,487,13288871.0,1642.0,19.24,30.45,-22.15,58.16518287082363,50.02969088469267,,
926,2018-04-25,1563.4,1577.0,1550.1,1565.6,1563.7598496630378,15432,1218,24131942.0,4303.0,27.88,26.9,2.2,57.72966083533652,51.56968487482145,,
927,2018-04-24,1574.1,1580.0,1560.1,1565.95,1567.3935233547231,6701,384,10503104.0,2540.0,37.9,19.9,-8.15,56.75847222251491,52.607442344360145,,
928,2018-04-23,1578.5,1581.25,1553.0,1567.6,1566.5075394404253,11473,655,17972541.0,3834.0,33.42,28.25,-10.9,55.48237319853797,53.18242851519571,,
929,2018-04-20,1575.0,1584.9,1558.0,1565.55,1571.3042175892645,16692,888,26228210.0,7759.0,46.48,26.9,-9.45,53.68676999515378,53.28329681118733,,
930,2018-04-19,1605.0,1621.5,1556.2,1574.25,1594.8101571946795,42177,3163,67264308.0,9967.0,23.63,65.3,-30.75,52.36216041990792,53.09906953293145,,1574.25
931,2018-04-18,1600.0,1601.0,1564.4,1573.15,1584.0126504972955,22924,1331,36311906.0,4381.0,19.11,36.6,-26.85,50.63989183052854,52.60723399245087,,
932,2018-04-17,1577.2,1599.0,1571.95,1584.6,1582.5525953598112,20344,935,32195450.0,5370.0,26.4,27.05,7.4,49.6268336271055,52.0111539193818,,
933,2018-04-16,1533.0,1581.9,1533.0,1572.05,1559.592708426414,22382,1150,34906804.0,8496.0,37.96,48.9,39.05,47.26643949477011,51.062211034459466,,
934,2018-04-13,1520.15,1544.4,1520.15,1538.45,1536.7195062688309,10289,653,15811307.0,4535.0,44.08,24.25,18.3,42.19813708915376,49.28939624539832,,
935,2018-04-12,1532.0,1535.0,1515.35,1525.5,1525.189349112426,10478,531,15980934.0,4506.0,43.0,19.65,-6.5,36.713306006814264,46.774178197681515,,
936,2018-04-11,1534.1,1540.8,1521.05,1535.6,1531.828801945181,18096,869,27719974.0,3726.0,20.59,19.75,1.5,32.803386429405236,43.98001984402626,,
937,2018-04-10,1544.25,1547.45,1532.05,1539.95,1540.4496255956433,14690,834,22629205.0,5693.0,38.75,15.4,-4.3,29.7132399065988,41.126663856540766,,
938,2018-04-09,1547.4,1557.8,1536.55,1542.45,1547.0109468296844,7034,548,10881675.0,3397.0,48.29,21.25,-4.95,27.153002717430127,38.331931628718635,,
939,2018-04-06,1556.75,1559.85,1543.95,1553.35,1550.925509486999,9961,459,15448769.0,4507.0,45.25,15.9,-3.4,25.70719862087435,35.80698502714978,,
940,2018-04-05,1542.05,1558.7,1536.95,1550.6,1549.2144186833643,11818,998,18308616.0,5021.0,42.49,21.75,8.55,24.062113375756553,33.458010696871135,,
941,2018-04-04,1552.5,1576.15,1525.0,1528.65,1547.1225977468523,12072,951,18676864.0,4054.0,33.58,51.15,-23.85,20.74801965521374,30.916012488539657,,
942,2018-04-03,1538.25,1558.55,1538.25,1550.75,1546.4290657439446,4046,358,6256852.0,763.0,18.86,20.3,12.5,19.678025775526976,28.66841514593712,,
943,2018-04-02,1500.0,1545.0,1500.0,1537.0,1526.6396741264232,10188,761,15553405.0,3630.0,35.63,45.0,37.0,17.518594379470187,26.438450992643737,,
944,2018-03-28,1505.0,1518.95,1503.3,1508.2,1509.6397459903933,12283,677,18542905.0,6507.0,52.98,15.65,3.2,13.329654175955739,23.81669162930614,,
945,2018-03-27,1543.95,1546.5,1516.15,1524.5,1528.156884137028,9166,772,14007086.0,4468.0,48.75,30.35,-19.45,11.196100977464766,21.292573498937866,,
946,2018-03-26,1526.1,1537.0,1521.2,1531.55,1529.2321576295403,13297,788,20334200.0,5140.0,38.66,15.8,5.45,9.95931598175298,19.02592199550089,,
947,2018-03-23,1539.05,1539.05,1518.6,1527.8,1527.293921620901,7502,510,11457759.0,3332.0,44.41,20.45,-11.25,8.577683110676617,16.936274218536038,,
948,2018-03-22,1561.55,1569.0,1540.25,1546.4,1552.203928663737,7738,531,12010954.0,1959.0,25.32,28.75,-15.15,8.881216523814373,15.325262679591706,,
949,2018-03-21,1579.25,1579.25,1545.1,1554.35,1563.0375430539607,8710,467,13614057.0,2425.0,27.84,34.15,-24.9,9.652005191955823,14.19061118206453,,
950,2018-03-20,1556.1,1572.6,1530.0,1556.0,1553.2360294117648,12240,685,19011609.0,2944.0,24.05,42.6,-0.1,10.277529018084124,13.407994749268449,,
951,2018-03-19,1570.0,1574.4,1536.2,1559.7,1554.24136104859,7553,498,11739185.0,1304.0,17.26,38.2,-10.3,10.94564564518646,12.915524928452053,,
952,2018-03-16,1600.15,1606.55,1557.0,1565.55,1582.1435290547715,13182,583,20855816.0,1784.0,13.53,49.55,-34.6,11.81102880721619,12.694625704204881,,
953,2018-03-15,1617.1,1617.1,1596.55,1603.35,1605.4803357314147,8340,501,13389706.0,2882.0,34.56,20.55,-13.75,15.369821554593273,13.22966487428256,1603.35,
954,2018-03-14,1570.0,1624.7,1564.2,1612.7,1602.6533882329595,20158,857,32306287.0,6416.0,31.83,60.5,42.7,18.728763774850677,14.329484654396184,,
955,2018-03-13,1560.5,1580.0,1558.0,1575.85,1572.1025503970677,13096,685,20588255.0,4788.0,36.56,22.0,15.35,18.207379317504092,15.105063587017767,,
956,2018-03-12,1535.0,1566.9,1522.45,1563.45,1544.6158493017213,30790,1242,47558722.0,12711.0,41.28,44.45,28.45,16.602221929924553,15.404495255599127,,
957,2018-03-09,1552.0,1552.0,1529.8,1534.1,1538.751031935694,27618,1035,42497226.0,3763.0,13.63,22.2,-17.9,12.814110336465774,14.886418271772456,,1534.1
958,2018-03-08,1580.0,1581.2,1542.25,1544.9,1553.5199692325896,16901,1043,26256041.0,5047.0,29.86,38.95,-35.1,10.561725352001076,14.02147968781818,,
959,2018-03-07,1604.9,1604.9,1570.0,1574.45,1581.3561901504788,5848,451,9247771.0,1134.0,19.39,34.9,-30.45,11.033939676400678,13.423971685534681,,
960,2018-03-06,1614.0,1618.0,1590.0,1593.9,1603.5579258549055,12516,799,20070131.0,3722.0,29.74,28.0,-20.1,12.829732213450143,13.305123791117774,,
961,2018-03-05,1621.2,1631.0,1595.1,1604.1,1611.158091944084,13878,1216,22359652.0,6102.0,43.97,35.9,-17.1,14.904159617537744,13.62493095640177,1604.1,
962,2018-03-01,1620.0,1641.0,1620.0,1633.65,1633.1002585463948,3481,256,5684822.0,626.0,17.98,21.0,13.65,18.716840237634415,14.6433128126483,,
963,2018-02-28,1618.9,1634.95,1616.6,1625.8,1625.2475077346169,8727,542,14183535.0,1822.0,20.88,18.35,6.9,20.86447502275155,15.88754525466895,,
964,2018-02-27,1651.1,1656.8,1623.0,1632.65,1634.3577112791843,15205,882,24850409.0,4740.0,31.17,33.8,-18.45,22.85576181994861,17.281188567724882,,
965,2018-02-26,1658.25,1672.8,1656.75,1663.3,1665.1412129703765,9992,561,16638091.0,2771.0,27.73,16.05,5.05,26.600436526357043,19.145038159451317,,
966,2018-02-23,1645.0,1653.3,1628.85,1646.8,1642.840232389252,8262,525,13573146.0,1862.0,22.54,24.45,1.8,27.91492028178982,20.89901458391902,,
967,2018-02-22,1640.0,1640.0,1618.05,1631.4,1628.7676987447699,5975,345,9731887.0,1515.0,25.36,21.95,-8.6,27.398177693803746,22.198847205895966,,
968,2018-02-21,1653.0,1660.0,1642.0,1646.1,1650.83881091448,11471,527,18936772.0,3345.0,29.16,18.0,-6.9,27.853742017246987,23.32982616816617,,
969,2018-02-20,1635.05,1651.0,1623.2,1641.0,1633.7280654920803,16857,847,27539754.0,5178.0,30.72,27.8,5.95,27.486406464192896,24.161142227371517,,
970,2018-02-19,1650.0,1665.75,1620.15,1633.0,1636.141057160418,13016,778,21296012.0,4143.0,31.83,45.6,-17.0,26.247195914487065,24.578352964794625,,
971,2018-02-16,1630.0,1665.0,1630.0,1653.45,1650.5658074697528,19010,990,31377256.0,5156.0,27.12,35.0,23.45,26.608530145749,24.9843884009855,,
972,2018-02-15,1632.95,1650.0,1613.8,1621.1,1630.26834997064,23842,1388,38868858.0,4908.0,20.59,36.2,-11.85,24.00776887228494,24.78906449524539,,1621.1
973,2018-02-14,1657.45,1661.2,1618.55,1625.75,1634.941040667732,16893,814,27619059.0,3698.0,21.89,42.65,-31.7,22.067482759202903,24.244748148036894,,
974,2018-02-12,1687.0,1687.0,1623.6,1651.1,1661.772793976903,15673,828,26044965.0,3903.0,24.9,63.4,-35.9,22.318056513805914,23.8594098211907,,
975,2018-02-09,1667.0,1684.0,1655.0,1659.4,1668.0056717737184,27152,1764,45289690.0,4730.0,17.42,29.0,-7.6,22.92214641825217,23.67195714060299,,
976,2018-02-08,1595.0,1705.0,1570.95,1692.3,1650.4247915435624,76155,3665,125688100.0,4396.0,5.77,134.05,97.3,25.75871661212591,24.089309034907576,1692.3,
977,2018-02-07,1619.0,1644.15,1576.1,1590.3,1607.4564433347205,14418,928,23176307.0,3403.0,23.6,68.05,-28.7,19.550801902344574,23.181607608394977,,1590.3
978,2018-02-06,1600.0,1654.9,1562.65,1618.1,1603.0187008571227,14117,1145,22629815.0,1826.0,12.93,92.25,18.1,16.681913717731277,21.88166883026224,,
979,2018-02-05,1688.0,1688.0,1616.0,1643.85,1633.385339719133,12319,916,20121674.0,3163.0,25.68,72.0,-44.15,16.298233074883683,20.76498167918653,,
980,2018-02-02,1733.0,1733.0,1670.15,1676.25,1690.1941870261162,9496,692,16050084.0,2458.0,25.88,62.85,-56.75,18.396509117383175,20.29128716682586,,
981,2018-02-01,1710.0,1745.15,1698.35,1733.05,1725.9694955877546,9179,650,15842674.0,2145.0,23.37,46.8,23.05,24.361864887234333,21.105402710907555,1733.05,
982,2018-01-31,1731.5,1739.95,1702.0,1716.4,1717.429329474192,8292,478,14240924.0,4048.0,48.82,37.95,-15.1,27.42974345464222,22.37027085965449,,
983,2018-01-30,1732.7,1739.15,1720.0,1729.5,1728.7460961898812,6404,418,11070890.0,2943.0,45.96,19.15,-3.2,30.565776594866293,24.00937200669685,,
984,2018-01-29,1728.0,1754.4,1728.0,1737.2,1741.1613582847936,8069,615,14049431.0,1981.0,24.55,26.4,9.2,33.288699692251384,25.86523754380776,,
985,2018-01-25,1752.0,1752.45,1723.15,1727.45,1734.965873409354,12102,692,20996557.0,4274.0,35.32,29.3,-24.55,34.26490782049041,27.54517159914429,,
986,2018-01-24,1784.05,1792.0,1738.0,1744.85,1754.4789529772213,15014,1048,26341747.0,4436.0,29.55,54.0,-39.2,36.02729415662634,29.2415961106407,,
987,2018-01-23,1830.0,1830.0,1787.0,1793.95,1807.9642317607531,133051,1085,240551449.0,123255.0,92.64,43.0,-36.05,40.91432283414997,31.576141455342555,,
988,2018-01-22,1845.0,1845.0,1808.45,1829.1,1822.939947540592,435003,480,792984346.0,428364.0,98.47,36.55,-15.9,47.080919970852165,34.677097158444475,,
989,2018-01-19,1835.1,1835.1,1810.5,1822.7,1821.5198834062044,4803,298,8748760.0,1054.0,21.94,24.6,-12.4,50.86522348284575,37.91472242332473,,
990,2018-01-18,1842.0,1852.25,1825.0,1837.55,1841.8203741059967,10906,698,20086893.0,3314.0,30.39,27.25,-4.45,54.43508835995931,41.218795610651654,,
991,2018-01-17,1850.0,1850.0,1825.1,1840.25,1838.6247154906948,7469,752,13732688.0,2712.0,36.31,24.9,-9.75,56.827032769550215,44.34044304243137,,
992,2018-01-16,1826.5,1856.0,1826.5,1848.95,1845.4213125978088,20448,1337,37735175.0,9383.0,45.89,29.5,22.45,58.747478870858686,47.221850208116834,,
993,2018-01-15,1806.4,1831.05,1789.0,1826.75,1797.999544728496,129593,2175,233008155.0,90627.0,69.93,42.05,20.35,57.81167477506506,49.33981512150648,,
994,2018-01-12,1802.0,1818.05,1793.75,1805.15,1805.731242312423,6504,568,11744476.0,1648.0,25.34,24.3,3.15,54.696595500297235,50.411171197264636,,
995,2018-01-11,1837.0,1837.0,1789.15,1801.3,1809.9194371082815,126845,609,229579231.0,122606.0,96.66,47.85,-35.7,51.32556079214237,50.594049116240186,,
996,2018-01-10,1815.0,1822.0,1803.55,1811.9,1810.4224323162873,6981,408,12638559.0,2319.0,33.22,18.45,-3.1,48.945114102936714,50.26426211357949,,1811.9
997,2018-01-09,1824.8,1835.45,1796.2,1813.0,1816.7528849980104,12565,671,22827500.0,1963.0,15.62,39.25,-11.8,46.610061977742134,49.533422086412024,,
998,2018-01-08,1814.35,1824.75,1801.3,1818.05,1816.6984352773825,9842,492,17879946.0,3487.0,35.43,23.45,3.7,44.65228538988026,48.557194747105676,,
999,2018-01-05,1796.95,1821.6,1788.45,1805.7,1805.4937313432836,8375,505,15121010.0,2334.0,27.87,33.15,8.75,41.62437170548833,47.170630138782215,,
1000,2018-01-04,1772.95,1808.95,1771.0,1799.7,1789.861435851319,13344,747,23883911.0,4509.0,33.79,37.95,26.75,38.299090366372184,45.39632218430021,,
1001,2018-01-03,1743.4,1775.7,1742.6,1770.05,1761.3228960667984,9102,494,16031561.0,1901.0,20.89,33.1,26.65,32.89211392841685,42.89548053312354,,
1002,2018-01-02,1741.05,1744.25,1725.55,1736.6,1733.823860438942,8885,487,15405025.0,1955.0,22.0,18.7,-4.45,25.612663853911272,39.43891719728109,,
1003,2018-01-01,1760.5,1765.0,1728.3,1735.15,1745.5867256637168,6780,348,11835078.0,1038.0,15.31,36.7,-25.35,19.50183927868443,35.45150161356176,,
1004,2017-12-29,1753.2,1769.0,1750.7,1757.9,1758.8025942129095,13029,539,22915439.0,2857.0,21.93,18.3,4.7,16.30672783907721,31.62254685866485,,
1005,2017-12-28,1735.9,1754.0,1727.05,1745.35,1741.9056946970757,14294,649,24898800.0,2593.0,18.14,26.95,9.45,12.616464143213307,27.821330315574542,,
1006,2017-12-27,1741.0,1746.4,1725.0,1731.25,1736.3224135303976,6563,384,11395484.0,1372.0,20.91,21.4,-9.75,8.456668208924157,23.948397894244465,,
1007,2017-12-26,1735.0,1743.0,1712.1,1738.65,1730.0638333333332,12000,503,20760766.0,3357.0,27.98,30.9,3.65,5.691509933240013,20.297020302043574,,
1008,2017-12-22,1754.0,1754.0,1716.15,1721.15,1722.1732161443276,43235,1080,74458159.0,32030.0,74.08,37.85,-32.85,2.064203478692889,16.650456937373438,,
1009,2017-12-21,1718.05,1745.75,1717.95,1738.5,1737.3890909090908,7700,485,13377896.0,1976.0,25.66,27.8,20.45,0.5828186099884078,13.436929271896433,,
1010,2017-12-20,1724.9,1737.15,1720.0,1724.95,1727.9050602409638,8300,408,14341612.0,1862.0,22.43,17.15,0.05,-1.6653640490822,10.416470607700708,,
1011,2017-12-19,1704.65,1733.0,1700.4,1728.25,1712.1429927353704,27393,944,46900733.0,13534.0,49.41,32.6,23.6,-3.144534348364459,7.704269616487674,,
1012,2017-12-18,1698.0,1705.95,1655.6,1697.3,1685.5452133930676,16964,989,28593589.0,2757.0,16.25,50.35,-0.7,-6.736539177165241,4.816107857757091,,
1013,2017-12-15,1698.0,1705.85,1691.0,1698.65,1697.8574543472337,7338,496,12458878.0,2759.0,37.6,14.85,0.65,-9.366325989733923,1.979621088258888,,
1014,2017-12-14,1718.95,1719.3,1677.0,1689.9,1689.762481896486,13119,780,22167994.0,4702.0,35.84,42.3,-29.05,-12.01796721337314,-0.8198965720675178,,
1015,2017-12-13,1715.0,1738.0,1698.2,1708.75,1714.959361895406,378684,1318,649427671.0,353484.0,93.35,39.8,-6.25,-12.454803303536437,-3.1468779183613016,,
1016,2017-12-12,1733.05,1742.35,1705.0,1709.3,1716.0813634980216,9857,498,16915414.0,3270.0,33.17,37.35,-23.75,-12.61124407727084,-5.039751150143209,,
1017,2017-12-11,1750.0,1770.85,1728.45,1735.15,1749.485792605469,14957,736,26167059.0,2139.0,14.3,42.4,-14.85,-10.52798549170916,-6.137398018456399,,
1018,2017-12-08,1695.5,1753.8,1695.5,1743.6,1734.7667805466235,19904,800,34528798.0,5180.0,26.02,58.3,48.1,-8.101751722489098,-6.530268759262939,,
1019,2017-12-07,1682.2,1711.0,1682.2,1703.6,1702.7235709788008,14293,590,24337028.0,5568.0,38.96,28.8,21.4,-9.299411855180097,-7.084097378446371,,
1020,2017-12-06,1680.05,1700.0,1680.05,1688.5,1689.7439449719045,10322,497,17441537.0,4910.0,47.57,19.95,8.45,-11.336331767058482,-7.9345442561687936,,
1021,2017-12-05,1695.0,1703.25,1676.55,1688.5,1688.2699770817417,13090,632,22099454.0,2838.0,21.68,26.7,-6.5,-12.803020224888542,-8.908239449912744,,
1022,2017-12-04,1698.8,1701.8,1672.0,1695.3,1687.1640426024542,8638,399,14573723.0,2333.0,27.01,29.8,-3.5,-13.263781606665589,-9.779347881263313,,
1023,2017-12-01,1674.45,1705.0,1670.55,1677.0,1686.1183463137552,17077,896,28793843.0,7146.0,41.85,34.45,2.55,-14.933451844733781,-10.810168673957406,,
1024,2017-11-30,1677.0,1687.55,1662.0,1666.5,1672.3193798449613,11610,677,19415628.0,2931.0,25.25,25.55,-10.5,-16.90902309285275,-12.029939557736476,,
1025,2017-11-29,1684.65,1693.5,1669.05,1679.75,1683.877239761092,9376,455,15788033.0,1826.0,19.48,24.45,-4.9,-17.207159847443563,-13.065383615677895,,
1026,2017-11-28,1690.5,1695.95,1680.0,1683.5,1686.0586421965731,13949,658,23518832.0,3653.0,26.19,15.95,-7.0,-16.945504485969877,-13.841407789736293,,
1027,2017-11-27,1700.0,1705.0,1676.55,1693.5,1686.7989626707576,13689,820,23090591.0,5779.0,42.22,28.45,-6.5,-15.749671886684382,-14.22306060912591,,
1028,2017-11-24,1715.05,1721.0,1695.0,1699.05,1703.20621247716,7662,767,13049966.0,3013.0,39.32,26.0,-16.0,-14.190547521014423,-14.216557991503615,1699.05,
1029,2017-11-23,1725.05,1730.85,1707.35,1712.35,1718.362891619617,9033,1714,15521972.0,2114.0,23.4,23.5,-12.7,-11.746327034850992,-13.722511800173091,,
1030,2017-11-22,1706.55,1735.0,1706.55,1723.65,1718.172938245706,15254,1833,26209010.0,5168.0,33.88,28.45,17.1,-8.796053696291665,-12.737220179396807,,
1031,2017-11-21,1711.0,1724.8,1698.0,1704.75,1709.5015207840486,17754,978,30350490.0,2711.0,15.27,26.8,-6.25,-7.8920383604256585,-11.76818381560258,,
1032,2017-11-20,1758.95,1758.95,1685.25,1706.3,1723.5615711252651,18840,1117,32471900.0,4635.0,24.6,73.7,-52.65,-6.9701797541440556,-10.808583003310876,,
1033,2017-11-17,1799.8,1813.25,1756.15,1765.95,1791.2456938334203,13411,846,24022396.0,3109.0,23.18,57.1,-33.85,-1.4100890540187265,-8.928884213452447,,
1034,2017-11-16,1781.85,1799.5,1775.25,1787.3,1790.9093933463796,10220,548,18303094.0,3048.0,29.82,24.25,5.45,4.6653106575213314,-6.210045239257691,,
1035,2017-11-15,1740.0,1775.0,1734.6,1767.9,1760.148172569706,10616,548,18685733.0,1671.0,15.74,40.4,27.9,7.82449492545129,-3.4031372063158947,,
1036,2017-11-14,1752.8,1777.45,1737.0,1749.05,1766.3775377969762,69450,741,122674920.0,8535.0,12.29,40.45,-3.75,8.706767557869853,-0.9811562534787452,,
1037,2017-11-13,1758.45,1771.15,1747.5,1753.95,1759.8294045510288,7339,342,12915388.0,1495.0,20.37,23.65,-4.5,9.689667568364712,1.1530085108899462,,
1038,2017-11-10,1760.0,1772.6,1745.0,1754.0,1756.4748389076403,6518,408,11448703.0,964.0,14.79,27.6,-6.0,10.353310966121398,2.9930690019362367,,
1039,2017-11-09,1785.8,1792.1,1754.55,1760.6,1768.217306350314,14330,752,25338554.0,3740.0,26.1,37.55,-25.2,11.281768773866588,4.650808956322307,,
1040,2017-11-08,1792.0,1806.0,1780.35,1783.8,1792.3325499412456,7659,348,13727475.0,1510.0,19.72,25.65,-8.2,13.731338067411798,6.466914778540206,,
1041,2017-11-07,1799.0,1816.5,1776.35,1784.75,1792.772559809728,21443,926,38442422.0,3018.0,14.07,40.15,-14.25,15.569817279535528,8.287495278739271,,
1042,2017-11-06,1803.9,1815.0,1788.75,1796.85,1802.73772114314,8083,476,14571529.0,1570.0,19.42,26.25,-7.05,17.798029570748895,10.189602137141197,,
1043,2017-11-03,1808.0,1816.8,1796.0,1803.65,1803.2825446351187,5769,288,10403137.0,2519.0,43.66,20.8,-4.35,19.883403535992784,12.128362416911516,,
1044,2017-11-02,1820.25,1834.5,1795.5,1798.95,1810.4124728063812,6895,372,12482794.0,2578.0,37.39,39.0,-21.3,20.915723269036107,13.885834587336436,,
1045,2017-11-01,1818.0,1833.0,1812.35,1817.45,1822.6411212372273,14484,651,26399134.0,4536.0,31.32,20.65,-0.55,22.961948435733348,15.70105735701582,,
1046,2017-10-31,1820.0,1836.0,1803.05,1805.6,1817.784198323524,11214,548,20384632.0,2542.0,22.67,32.95,-14.4,23.358142530031728,17.232474391619004,,
1047,2017-10-30,1791.0,1829.0,1791.0,1818.25,1815.0931356751528,21721,998,39425638.0,7336.0,33.77,38.0,27.25,24.411478159125636,18.66827514512033,,
1048,2017-10-27,1785.0,1800.0,1772.55,1785.95,1785.6855292792793,7104,504,12685510.0,1811.0,25.49,27.45,0.95,22.38190945645988,19.41100200738824,,
1049,2017-10-26,1795.0,1805.65,1776.15,1783.65,1791.1581407426643,11553,662,20693250.0,2079.0,18.0,29.5,-11.35,20.35325124831479,19.59945185557355,,
1050,2017-10-25,1799.0,1815.0,1787.1,1803.7,1799.867195004803,12492,990,22483941.0,3287.0,26.31,27.9,4.7,20.131330985542263,19.705827681567296,,
1051,2017-10-24,1790.0,1818.0,1770.1,1777.8,1790.7671717508845,14981,1139,26827483.0,6169.0,41.18,47.9,-12.2,17.661948090372334,19.297051763328305,,1777.8
1052,2017-10-23,1785.0,1789.95,1745.2,1780.3,1775.9255888148634,10657,619,18926039.0,2046.0,19.2,44.75,-4.7,15.725400829594037,18.582721576581452,,
1053,2017-10-19,1785.0,1787.65,1757.0,1766.85,1770.9847792998476,2628,206,4654148.0,1273.0,48.44,30.65,-18.15,12.956021627222754,17.457381586709715,,
1054,2017-10-18,1799.0,1809.0,1781.35,1784.95,1793.5363730197907,22283,1095,39965371.0,6548.0,29.39,27.65,-14.05,12.082507760666886,16.38240682150115,,
1055,2017-10-17,1798.85,1815.2,1769.95,1792.85,1795.4962764039635,80433,5063,144417152.0,9335.0,11.61,45.25,-6.0,11.890637833756728,15.484053023952265,,
1056,2017-10-16,1790.0,1797.0,1770.0,1784.9,1784.5757640521479,14037,851,25050090.0,4431.0,31.57,27.0,-5.1,10.970618513997579,14.581366121961329,,
1057,2017-10-13,1742.65,1774.5,1738.35,1766.9,1760.070832633406,17859,895,31433105.0,5216.0,29.21,36.15,24.25,8.688886927132444,13.402870282995552,,
1058,2017-10-12,1739.95,1747.0,1710.55,1741.65,1728.4916934619505,14928,858,25802924.0,3991.0,26.73,36.45,1.7,4.787941815746535,11.67988458954575,,
1059,2017-10-11,1740.55,1748.6,1707.1,1715.45,1727.9036548123336,10151,704,17539950.0,1417.0,13.96,41.5,-25.1,-0.4129461412164801,9.261318443393304,,
1060,2017-10-10,1727.95,1749.7,1727.0,1732.65,1740.9808204928158,15381,715,26778026.0,2482.0,16.14,22.7,4.7,-3.110930197057087,6.786868715303226,,
1061,2017-10-09,1721.05,1757.0,1721.0,1727.95,1734.5220326582194,30069,1460,52155343.0,6647.0,22.11,36.0,6.9,-5.564211947962804,4.31665258265002,,
1062,2017-10-06,1692.0,1746.0,1692.0,1737.95,1732.7278093852933,23377,1078,40505978.0,8118.0,34.73,54.0,45.95,-6.6251681693509,2.1282884322498363,,
1063,2017-10-05,1656.6,1705.0,1656.6,1701.65,1685.616509306717,18535,1708,31242902.0,5186.0,27.98,48.4,45.05,-10.27662767990455,-0.3526947901810411,,
1064,2017-10-04,1635.5,1661.05,1635.5,1652.95,1651.1874690849133,12130,676,20028904.0,2703.0,22.28,25.55,17.45,-16.905245499513285,-3.66320493204749,,
1065,2017-10-03,1647.0,1675.5,1641.05,1646.25,1657.481261931076,9953,828,16496911.0,3564.0,35.81,34.45,-0.75,-22.44042760320076,-7.418649466278144,,
1066,2017-09-29,1645.25,1677.5,1644.05,1654.15,1662.2295099917876,18265,1031,30360622.0,2528.0,13.84,33.45,8.9,-25.89117793967148,-11.113155160956811,,
1067,2017-09-28,1596.0,1667.0,1592.0,1650.05,1637.683174096034,65102,1926,106616450.0,27306.0,41.94,75.0,54.05,-28.626766631326063,-14.615877455030663,,
1068,2017-09-27,1641.0,1664.0,1585.05,1592.45,1623.6760002632273,30392,1494,49346761.0,5607.0,18.45,78.95,-48.55,-35.03867496089788,-18.700436956204108,,
1069,2017-09-26,1629.0,1649.0,1620.0,1632.25,1634.1288059396497,29362,1519,47981290.0,7959.0,27.11,29.0,3.25,-36.488019948900046,-22.257953554743295,,
1070,2017-09-25,1686.0,1690.9,1625.0,1631.65,1638.733036905291,44980,1681,73710212.0,23893.0,53.12,65.9,-54.35,-37.25559200560906,-25.25748124491645,,
1071,2017-09-22,1765.0,1765.0,1682.0,1690.7,1709.446373415699,18778,1547,32099984.0,4889.0,26.04,83.0,-74.3,-32.72185966251118,-26.750356928435398,,
1072,2017-09-21,1788.0,1788.7,1743.5,1750.85,1755.8604341391217,20270,1886,35591291.0,8885.0,43.83,45.2,-37.15,-23.998600879029482,-26.200005718554216,1750.85,
1073,2017-09-20,1817.15,1817.9,1780.0,1787.5,1796.0023713710837,13916,1350,24993169.0,4043.0,29.05,37.9,-29.65,-13.967003816426768,-23.75340533812873,,
1074,2017-09-19,1825.0,1831.95,1812.65,1816.35,1818.956207892204,10390,539,18898955.0,4349.0,41.86,19.3,-8.65,-3.6468978122063618,-19.732103832944258,,
